0
80:ea:96:eb:1e:fc	-50.7130477222	3.68585925357
1c:aa:07:7b:39:10	-58.1946443495	2.50784033649
1c:aa:07:7b:39:11	-57.5134283514	3.410441239
1c:aa:07:7b:39:12	-58.2414657877	2.54139495625
1c:aa:07:6e:31:a0	-58.652972941	2.89977429676
1c:aa:07:6e:31:a1	-59.8408511355	2.76720944342
1c:aa:07:6e:31:a2	-59.6984804664	3.1787445477
1c:aa:07:b0:7a:b0	-62.9237998202	2.34083569239
1c:aa:07:b0:7a:b1	-62.8566825419	2.14513001596
1c:aa:07:b0:7a:b2	-62.7555639463	2.33631411814
1
80:ea:96:eb:1e:fc	-57.282207333	3.55290934243
1c:aa:07:7b:39:10	-64.5926584079	3.92421415809
1c:aa:07:7b:39:11	-64.6997519126	3.71926902531
1c:aa:07:7b:39:12	-65.009778469	3.44200656306
1c:aa:07:6e:31:a0	-66.2962923472	2.4479517493
1c:aa:07:6e:31:a1	-65.723102183	2.89637912411
1c:aa:07:6e:31:a2	-65.758455017	3.15156614512
1c:aa:07:b0:7a:b0	-66.09773957	4.17588172131
1c:aa:07:b0:7a:b1	-66.588991132	3.87541125402
1c:aa:07:b0:7a:b2	-66.6097156494	5.00927183546
2
5c:96:9d:65:76:8d	-69.393685242	4.27003798051
80:ea:96:eb:1e:fc	-60.0014176365	4.16550039883
1c:aa:07:7b:39:10	-70.6737882788	2.82150501267
1c:aa:07:7b:39:11	-70.290965429	2.89978674883
1c:aa:07:7b:39:12	-70.901795412	2.77279125841
e0:3f:49:09:d9:98	-63.6135462	4.03003563428
1c:aa:07:6e:31:a2	-71.4656047827	1.93857308184
1c:aa:07:b0:7a:b0	-62.9697307516	3.04197530629
1c:aa:07:b0:7a:b1	-63.7496569598	3.70015432355
1c:aa:07:b0:7a:b2	-64.2864981104	2.95782040603
3
5c:96:9d:65:76:8d	-75.1185566271	4.02945520516
80:ea:96:eb:1e:fc	-68.5508634191	3.48569857386
1c:aa:07:b0:74:c2	-75.582393378	1.10580426624
1c:aa:07:7b:39:11	-77.1958199627	4.45673174985
20:c9:d0:18:43:f3	-69.9086792635	3.54877715879
e0:3f:49:09:d9:98	-69.9701542744	3.93612086986
1c:aa:07:b0:74:c0	-76.9725058421	3.17621874496
1c:aa:07:b0:7a:b0	-68.3328416667	2.81288880356
1c:aa:07:b0:7a:b1	-68.5963177601	3.46870849535
1c:aa:07:b0:7a:b2	-68.6585950394	2.20161487382
4
5c:96:9d:65:76:8d	-60.9893767234	5.16604761333
80:ea:96:eb:1e:fc	-64.5985303626	4.06800300779
20:c9:d0:18:43:f3	-68.8600848919	3.84984917123
e0:3f:49:09:d9:98	-69.6892177703	3.66070198271
1c:aa:07:b0:7c:00	-66.9047396554	2.97265170133
1c:aa:07:b0:7c:01	-67.4441934756	3.12403402794
1c:aa:07:b0:7a:b0	-57.8583974324	2.7829556187
1c:aa:07:b0:7a:b1	-57.7782390214	2.55003180786
1c:aa:07:b0:7a:b2	-57.91488818	2.78493087424
1c:aa:07:b0:7c:02	-67.7010865087	2.56051444738
5
1c:aa:07:b0:7c:02	-60.9555625657	2.55625556646
20:c9:d0:18:43:f3	-62.2087432603	4.36297964525
1c:aa:07:b0:7c:00	-61.2169362823	2.57822261051
1c:aa:07:b0:7c:01	-60.575214785	2.79591355184
1c:aa:07:b0:7a:b0	-51.9907885871	3.28005657637
1c:aa:07:b0:7a:b1	-51.8917367436	3.19000776849
1c:aa:07:b0:7a:b2	-52.2776148054	3.25277217568
1c:aa:07:b0:80:c2	-64.9509950305	3.58392588114
1c:aa:07:b0:80:c1	-64.5232622503	3.4898740633
1c:aa:07:b0:80:c0	-65.0057203954	3.20508768805
6
1c:aa:07:b0:74:c0	-65.0508436799	3.74562531696
1c:aa:07:b0:74:c1	-65.0810070899	3.48582507114
1c:aa:07:b0:74:c2	-64.6914849725	5.1079763869
20:c9:d0:18:43:f3	-67.5738513312	3.4341570841
1c:aa:07:b0:7c:00	-68.5785774519	2.166264089
1c:aa:07:b0:7c:01	-68.8911644322	2.72191200194
1c:aa:07:b0:7a:b0	-46.9222650737	2.93946091556
1c:aa:07:b0:7a:b1	-46.773144555	2.83173861998
1c:aa:07:b0:7a:b2	-47.2527887361	2.82803599557
1c:aa:07:b0:7c:02	-68.6837503313	2.8651204829
7
5c:96:9d:65:76:8d	-68.8340124551	4.61976280998
1c:aa:07:b0:7c:02	-61.3342030934	2.48461495597
1c:aa:07:b0:7c:00	-60.9997673088	2.32450932232
1c:aa:07:b0:7c:01	-61.2330884973	2.41094495152
1c:aa:07:b0:7a:b0	-37.8149810937	2.96665172066
1c:aa:07:b0:7a:b1	-37.9244068543	3.04647915839
1c:aa:07:b0:7a:b2	-37.8413224251	2.85995383358
1c:aa:07:b0:80:c2	-62.9685504646	3.34424957112
1c:aa:07:b0:80:c1	-63.0977639704	2.94761608971
1c:aa:07:b0:80:c0	-62.758387489	3.32245737831
8
1c:aa:07:b0:74:c0	-58.6531654062	2.67070183937
1c:aa:07:b0:74:c1	-59.2946963355	3.127862191
1c:aa:07:b0:74:c2	-59.2584750517	3.90087674132
1c:aa:07:6f:28:51	-68.8506946159	2.60407514429
1c:aa:07:6f:28:50	-68.3488885116	2.19458067254
20:c9:d0:18:43:f3	-72.9025627563	3.89710044992
1c:aa:07:6f:28:52	-69.1647251936	1.78863220288
1c:aa:07:b0:7a:b0	-51.6807033458	3.38073404108
1c:aa:07:b0:7a:b1	-52.0507501529	3.43481656459
1c:aa:07:b0:7a:b2	-51.7458576676	3.24184576396
9
1c:aa:07:b0:74:c0	-54.1105546355	3.99919338221
1c:aa:07:b0:74:c1	-54.2771602942	3.57218170453
1c:aa:07:b0:74:c2	-54.407146759	2.45267028543
1c:aa:07:6f:28:51	-62.0045868227	2.72079086564
1c:aa:07:6f:28:50	-62.0743664959	2.78434675254
1c:aa:07:6f:28:52	-62.1696614805	2.82316567471
1c:aa:07:7b:28:02	-73.7075613327	1.91227440592
1c:aa:07:b0:7a:b0	-59.0087136934	2.93115110923
1c:aa:07:b0:7a:b1	-59.1035650641	2.67941894508
1c:aa:07:b0:7a:b2	-58.8794853748	2.7515799222
10
1c:aa:07:b0:74:c0	-60.7195779837	2.23015996023
1c:aa:07:b0:74:c1	-61.6159273114	4.4249491579
1c:aa:07:b0:74:c2	-60.9808433797	3.76631445919
1c:aa:07:6f:28:51	-55.2018223136	3.39393943436
1c:aa:07:6f:28:50	-54.8998147924	3.6117650514
1c:aa:07:6f:28:52	-54.8688633211	3.64598556402
1c:aa:07:7b:28:00	-72.326201042	2.43428368727
1c:aa:07:b0:7a:b0	-64.6729910635	3.45407702074
1c:aa:07:b0:7a:b1	-64.5632179726	3.45423787065
1c:aa:07:b0:7a:b2	-65.2623153815	3.4814260496
11
1c:aa:07:b0:74:c0	-69.1080832382	2.5615026775
1c:aa:07:b0:74:c1	-69.5458236689	2.26530310708
1c:aa:07:b0:74:c2	-69.6597906843	1.95136851678
1c:aa:07:6f:28:51	-62.8198196378	2.57403946655
1c:aa:07:6f:28:50	-62.3926664996	2.55797497893
1c:aa:07:6f:28:52	-62.5672715808	2.53034384376
1c:aa:07:7b:28:01	-69.3837520598	4.01858964346
1c:aa:07:7b:28:00	-69.3409872358	3.28907359113
1c:aa:07:7b:28:02	-69.7906293363	3.38704852026
1c:aa:07:b0:7a:b0	-70.663466877	3.20754155234
12
1c:aa:07:b0:74:c0	-62.9461508673	3.08573271481
1c:aa:07:b0:74:c1	-62.5176154628	3.07159348339
1c:aa:07:b0:74:c2	-62.0080868681	2.80215767727
1c:aa:07:6f:28:51	-56.3976827376	2.58284447734
1c:aa:07:6f:28:50	-56.1982647349	2.68650455103
1c:aa:07:6f:28:52	-55.8941192734	1.84280149228
1c:aa:07:7b:28:01	-67.2172308992	2.01084612075
1c:aa:07:7b:28:02	-67.6395415733	2.31807958151
d8:24:bd:4f:cf:11	-67.7455335289	2.57362374132
d8:24:bd:4f:cf:10	-67.434682395	2.80234610463
13
1c:aa:07:b0:74:c0	-72.1842262271	2.60857591248
1c:aa:07:b0:7d:52	-51.2557060261	12.5528554731
1c:aa:07:6f:28:51	-65.0186504285	2.86644958698
1c:aa:07:6f:28:50	-65.2662968337	3.09789376412
1c:aa:07:b0:7d:50	-66.7867226695	3.81533846287
1c:aa:07:6f:28:52	-66.0655555315	2.1770469193
1c:aa:07:7b:28:01	-67.2403233488	3.15132836489
1c:aa:07:7b:28:00	-67.3842395907	3.14791037925
1c:aa:07:7b:28:02	-66.9367665977	2.72530026075
1c:aa:07:b0:7d:51	-66.9734098651	4.66861970251
14
1c:aa:07:b0:7d:52	-16.6544567641	18.5863764367
1c:aa:07:6f:28:51	-68.6442068015	2.616364415
1c:aa:07:7b:37:d0	-75.3550865015	3.6479607378
1c:aa:07:b0:7d:50	-62.1554256934	5.81061395155
1c:aa:07:6f:28:52	-69.5889100031	2.49915496616
1c:aa:07:7b:28:01	-64.2575245436	2.9535317866
1c:aa:07:7b:28:00	-64.3112604126	2.51459448415
1c:aa:07:7b:28:02	-64.5966689298	3.20282896497
1c:aa:07:b0:7d:51	-64.5082370919	5.6745932522
1c:aa:07:6f:28:50	-69.1593028777	2.55695829126
15
1c:aa:07:b0:7d:52	-69.9432775728	3.29055664019
1c:aa:07:7b:37:d1	-69.6074161535	3.0116814861
1c:aa:07:7b:37:d0	-69.1185167099	2.46268980699
1c:aa:07:b0:7d:50	-70.6075030163	2.19139219635
1c:aa:07:7b:37:d2	-68.0436082445	2.27056899249
1c:aa:07:7b:28:01	-57.9754802435	3.03825606811
1c:aa:07:7b:28:00	-57.8580911938	2.68553163204
1c:aa:07:7b:28:02	-58.7911744764	4.0057758467
1c:aa:07:b0:7d:51	-68.3072419845	1.68916268862
6c:70:9f:eb:63:a0	-69.1778168383	3.7674047586
16
1c:aa:07:b0:7d:52	-65.166686768	3.6764973918
1c:aa:07:7b:37:d1	-61.7325026335	5.67861558829
1c:aa:07:7b:37:d0	-64.1936546861	3.18014174729
1c:aa:07:b0:7d:50	-64.0980587328	4.40168170427
1c:aa:07:7b:37:d2	-64.5695229445	3.69865008232
1c:aa:07:7b:28:01	-52.2611474292	3.45678615699
1c:aa:07:7b:28:00	-52.6053917515	2.90997001376
6c:70:9f:eb:63:a0	-65.6278932461	4.28366421037
1c:aa:07:b0:7d:51	-63.8167047758	2.73975716586
1c:aa:07:7b:28:02	-51.2703764867	3.19346025493
17
1c:aa:07:b0:7d:52	-80.1025363015	2.0715658305
1c:aa:07:b0:7d:50	-79.2262990695	0.630870373239
1c:aa:07:b0:7d:51	-82.2058823529	2.79999382105
1c:aa:07:7b:28:01	-78.9445996563	2.60825681794
1c:aa:07:7b:28:00	-79.0681921662	3.42991388148
1c:aa:07:7b:28:02	-78.9934712703	3.33546693186
